movie	Star Wars: Episode II - Attack of the Clones	2002
director	Lucas, George	Star Wars: Episode II - Attack of the Clones	2002
actor	Jack, Andrew	Star Wars: Episode VII - The Force Awakens	2015	Major Ematt
actor	Johnson, Matt	Star Wars: Episode VII - The Force Awakens	2015	Bar Patron
actor	Kissoon, Jeffery	Star Wars: Episode VII - The Force Awakens	2015	Rear Admiral Guich
actor	Abrams, Gerald W.	Star Wars: Episode VII - The Force Awakens	2015	Captain Cypress
actor	Andersen, Pip	Star Wars: Episode VII - The Force Awakens	2015	Lead Stormtrooper
actor	Armesto, Sebastian	Star Wars: Episode VII - The Force Awakens	2015	Lieutenant Mitaka
actor	Arnold, Dixie	Star Wars: Episode VII - The Force Awakens	2015	Resistance Soldier
actor	Barns, D.C.	Star Wars: Episode VII - The Force Awakens	2015	Bar Patron
actor	Bauersfeld, Erik	Star Wars: Episode VII - The Force Awakens	2015	Admiral Ackbar
actor	Boyega, John	Star Wars: Episode VII - The Force Awakens	2015	Finn
actor	Brodie-Sangster, Thomas	Star Wars: Episode VII - The Force Awakens	2015	First Order Officer
actor	Chapman, Dave	Star Wars: Episode VII - The Force Awakens	2015	BB-8 Performed By
actor	Cole, Tosin	Star Wars: Episode VII - The Force Awakens	2015	Lieutenant Bastian
actor	Daniels, Anthony	Star Wars: Episode VII - The Force Awakens	2015	C-3PO
actor	Davis, Warwick	Star Wars: Episode VII - The Force Awakens	2015	Wollivan
actor	Driver, Adam	Star Wars: Episode VII - The Force Awakens	2015	Kylo Ren
actor	Suotamo, Joonas	Star Wars: Episode VII - The Force Awakens	2015	Chewbacca Double
actor	Torrens, Pip	Star Wars: Episode VII - The Force Awakens	2015	Colonel Kaplan
actor	Uwais, Iko	Star Wars: Episode VII - The Force Awakens	2015	Razoo Quin-Fee
actor	Vernel, Brian	Star Wars: Episode VII - The Force Awakens	2015	Bala-Tik
actor	von Sydow, Max	Star Wars: Episode VII - The Force Awakens	2015	Lor San Tekka
actor	Yerolemou, Miltos	Star Wars: Episode VII - The Force Awakens	2015	Bar Patron
actor	Riddell, Richard	Star Wars: Episode VII - The Force Awakens	2015	First Order Officer
actor	Rose, Tim	Star Wars: Episode VII - The Force Awakens	2015	Admiral Ackbar
actor	Rotich, Kipsang	Star Wars: Episode VII - The Force Awakens	2015	Nien Nunb
actor	Ruhian, Yayan	Star Wars: Episode VII - The Force Awakens	2015	Tasu Leech
actor	Schwartz, Ben	Star Wars: Episode VII - The Force Awakens	2015	BB-8 Voice Consultants
actor	Serkis, Andy	Star Wars: Episode VII - The Force Awakens	2015	Supreme Leader Snoke
actor	Shah, Kiran	Star Wars: Episode VII - The Force Awakens	2015	Teedo
actor	Stanley, Mark	Star Wars: Episode VII - The Force Awakens	2015	Knight of Ren
actor	Quinn, Mike	Star Wars: Episode VII - The Force Awakens	2015	Nien Nunb
movie	Star Wars: Episode VIII	2017
director	Johnson, Rian	Star Wars: Episode VIII	2017
actress	Nyong'o, Lupita	Star Wars: Episode VIII	2017	Maz Kanata
actress	Lourd, Billie	Star Wars: Episode VIII	2017	Lieutenant Connix
actress	Ridley, Daisy	Star Wars: Episode VIII	2017	Rey
actress	Fisher, Carrie	Star Wars: Episode VIII	2017	Leia
actress	Christie, Gwendoline	Star Wars: Episode VIII	2017	Captain Phasma
actor	Kumar, Akshay	Star Wars: Episode VIII	2017	First Order Monitor
actor	Love, Tyrone	Star Wars: Episode VIII	2017	Stormtrooper
actor	Mayhew, Peter	Star Wars: Episode VIII	2017	Chewbacca
actor	Moneypenny, Ross	Star Wars: Episode VIII	2017	Stormtrooper
actor	Omoshaybi, Aki	Star Wars: Episode VIII	2017	Resistance Bridge Officer
actor	Quinn, Mike	Star Wars: Episode VIII	2017	Nien Nunb
actor	Vee, Jimmy	Star Wars: Episode VIII	2017	R2-D2
actor	Rollins, Stephen	Star Wars: Episode VIII	2017	Resistance Officer
actor	Rose, Tim	Star Wars: Episode VIII	2017	Admiral Ackbar
actor	Serkis, Andy	Star Wars: Episode VIII	2017	Supreme Leader Snoke
actor	Gleeson, Domhnall	Star Wars: Episode VIII	2017	General Hux
actor	Hamill, Mark	Star Wars: Episode VIII	2017	Luke Skywalker
actor	Hardy, Tom	Star Wars: Episode VIII	2017	Stormtrooper
actor	Igawa, Togo	Star Wars: Episode VIII	2017	Resistance Bridge Officer
actor	Isaac, Oscar	Star Wars: Episode VIII	2017	Poe Dameron
actor	Jones, Mark Lewis	Star Wars: Episode VIII	2017	Captain Canady
actor	Boyega, John	Star Wars: Episode VIII	2017	Finn
actor	Briggins, Dante	Star Wars: Episode VIII	2017	Stormtrooper
actor	Daniels, Anthony	Star Wars: Episode VIII	2017	C-3PO
actor	Driver, Adam	Star Wars: Episode VIII	2017	Kylo Ren
movie	Stay	2005
director	Forster, Marc	Stay	2005
actress	Parkinson, Elizabeth H.	Stay	2005	Dancer
actress	Pietropinto, Angela	Stay	2005	English Woman/Waitress #2
actress	Plantadit, Karine	Stay	2005	Dancer
actress	Reaser, Elizabeth	Stay	2005	Athena
actress	Lampley, Oni Faida	Stay	2005	Daisy/Waitress #3
actress	Testa, Mary	Stay	2005	Waitress #1
actress	Vexler, Caroline	Stay	2005	Dancer #2
actress	Wagner, Pamela B.	Stay	2005	Dancer
actress	Watts, Naomi	Stay	2005	Lila Culpepper
actress	Sedaris, Amy	Stay	2005	Toni
actress	Smith, Mam	Stay	2005	Dancer #1
actress	Garofalo, Janeane	Stay	2005	Dr. Beth Levy
actress	Gayeski, Emily	Stay	2005	Dancer
actress	Hecht, Jessica	Stay	2005	Boy's Mother
actress	Kron, Lisa	Stay	2005	Paramedic #2
actress	Abraham, Jolly	Stay	2005	Young Woman/Intern
actress	Baker, Becky Ann	Stay	2005	Paramedic #1/Butch Cook
actress	Burton, Kate	Stay	2005	Mrs. Letham
actress	Chiang, Joan	Stay	2005	Dancer
actress	Dorfman, Carolyn	Stay	2005	Dancer
actor	MacDuffie, Noel	Stay	2005	Dancer
actor	Margolis, Mark	Stay	2005	Business Man
actor	Matthews Jr., Riley G.	Stay	2005	Officer #1
actor	McGregor, Ewan	Stay	2005	Dr. Sam Foster
actor	Mitchell, Gregory	Stay	2005	Dance Instructor
actor	Osgood, Kevin	Stay	2005	Dancer
actor	Titone, Tom	Stay	2005	Dancer
actor	Tormey, John	Stay	2005	Custodian/Piano Mover #1
actor	Violante, Vito	Stay	2005	Officer #2
actor	Wong, BD	Stay	2005	Dr. Ren
actor	Rosario, Jos� Ram�n	Stay	2005	Cabbie/Piano Mover #2
actor	Selya, John	Stay	2005	Dancer
actor	Sheldon, Kyle	Stay	2005	Dancer
actor	Eulau, Hank	Stay	2005	Noodle Man
actor	Gaston, Michael	Stay	2005	Sheriff Kennelly/Security Officer
actor	Gosling, Ryan	Stay	2005	Henry Letham
actor	Hoskins, Bob	Stay	2005	Dr. Leon Patterson
actor	Aguilar, G.A.	Stay	2005	Bicyclyst
actor	Bean, Noah	Stay	2005	Clerk/Student Guide
actor	Brown, Sterling K.	Stay	2005	Frederick/Devon
actor	Conroy, Jarlath	Stay	2005	English Man
actor	Corrigan, Blaise	Stay	2005	Psych Ward Paramedic #2
actor	Crosby, Douglas	Stay	2005	Psych Ward Paramedic #1
actor	De Bankol�, Isaach	Stay	2005	Professor
actor	DeJesus, Ron	Stay	2005	Dancer
actor	Devine, Michael	Stay	2005	Security Guard
actor	Dominici, John	Stay	2005	Boy/Young Henry
movie	Sully	2016
director	Eastwood, Clint	Sully	2016
actress	Morris, Ashley Austin	Sully	2016	Emily - Gate Attendant
actress	Linney, Laura	Sully	2016	Lorraine Sullenberger
actress	Mahaffey, Valerie	Sully	2016	Diane Higgins
actress	Manassy, Aida	Sully	2016	French Woman
actress	Tares, Onira	Sully	2016	Reporter #2
actress	Wheale, Laura Lundy	Sully	2016	Reporter #1
actress	Reeser, Autumn	Sully	2016	Passenger with Baby
actress	Gabbert, Jane	Sully	2016	Sheila Dail
actress	Gunn, Anna	Sully	2016	Elizabeth Davis
actress	Hagan, Molly	Sully	2016	Doreen Welsh
actress	Harrington, Delphi	Sully	2016	Lucille Palmer
actress	Johnson, Kristine	Sully	2016	Kristine Johnson
actress	Khartchenko, Viktoria	Sully	2016	Russian Woman
actress	Bedi, Purva	Sully	2016	Gurisman
actress	Bernard, Molly	Sully	2016	Alison
actress	Chimo, Tracee	Sully	2016	Evelyn May
actress	Couric, Katie	Sully	2016	Katie Couric
actress	Cusack, Ann	Sully	2016	Donna Dent
actress	DeBonis, Marcia	Sully	2016	Shae Childers
actor	Landey, Clayton	Sully	2016	Arnie Gentile
actor	Lombardi, Vincent	Sully	2016	Captain Vincent Peter Lombardi
actor	Lucan, Ahmed	Sully	2016	Egyptian Driver
actor	Luke, Jeremy	Sully	2016	Victor Gaggero
actor	McCallany, Holt	Sully	2016	Mike Cleary
actor	Mitchell, E. Roger	Sully	2016	ATC #1
actor	Nordling, Jeffrey	Sully	2016	Barry Leonard
actor	O'Malley, Mike	Sully	2016	Charles Porter
actor	Pinkston, Randall	Sully	2016	Randall Pinkston
actor	Pralgo, Robert	Sully	2016	St Luke's Doctor
actor	Rapaport, Michael	Sully	2016	Bartender - Pete
actor	Thornton, Cooper	Sully	2016	Jim Whitaker
actor	Treveiler, Rob	Sully	2016	ATC Supervisor
actor	Treveiler, Robert C.	Sully	2016	ATC-Supervisor
actor	Weeks, Gary	Sully	2016	Reporter #3
actor	Yen-Pfister, Pascal	Sully	2016	French Man
actor	Rice, Brett	Sully	2016	Carl Clark
actor	Richards, Billy	Sully	2016	Male Pilot
actor	Roberts, Grant	Sully	2016	Franco Santini
actor	Sheridan, Jamey	Sully	2016	Ben Edwards
actor	Sibley, Graham	Sully	2016	Carlo Alfonso
actor	Smith, Billy	Sully	2016	Dan Britt
actor	Eckhart, Aaron	Sully	2016	Jeff Skiles
actor	Ferrara, Jerry	Sully	2016	Michael Delaney
actor	Fisher, Noel	Sully	2016	GIB - Andrew Carrigan
actor	Fitzgerald, Wilbur	Sully	2016	Drunk Customer #2
actor	Adler, Max	Sully	2016	Jimmy Stefanik
actor	Badillo, Bernardo	Sully	2016	Robert Rodriguez
actor	Barabas, Martin	Sully	2016	Police Captain
actor	Bastrup, Wayne	Sully	2016	Brian Kellly
actor	Bauer, Chris	Sully	2016	Larry Rooney
actor	Boyer, Adam	Sully	2016	Johnny - Drunk Customer
actor	Cappadora, Phil	Sully	2016	Plane Passenger
actor	Curry, Christopher	Sully	2016	Rob Kolodjay
actor	Cuza, Bobby	Sully	2016	Bobby Cuza
actor	Darragh, Patch	Sully	2016	Patrick Harten
actor	Hanks, Tom	Sully	2016	Chesley 'Sully' Sullenberger
actor	Huntington, Sam	Sully	2016	Jeff Kolodjay
actor	Jones, Blake	Sully	2016	Sully (16 Years Old)
actor	Kober, Jeff	Sully	2016	LT Cook
movie	Super 8	2011
director	Abrams, J.J.	Super 8	2011
actress	Lowes, Katie	Super 8	2011	Tina
actress	Michalka, AJ	Super 8	2011	Jen Kaznyk
actress	Tuck, Jessica	Super 8	2011	Mrs. Kaznyk
actress	Yerves, Kate	Super 8	2011	Woman in Office
actress	Fanning, Elle	Super 8	2011	Alice Dainard
actress	Flatmo, Britt	Super 8	2011	Peg Kaznyk
actress	Foreman, Amanda	Super 8	2011	Lydia Connors - Ch 14 News Anchor
actress	Balfe, Caitriona	Super 8	2011	Elizabeth Lamb
actress	Clark, Teri	Super 8	2011	Mrs. Babbit
actress	Dickey, Dale	Super 8	2011	Edie
actor	Lee, Ryan	Super 8	2011	Cary
actor	McKinnon Miller, Joel	Super 8	2011	Mr. Kaznyk
actor	Melvin, Koa	Super 8	2011	Baby Joe
actor	Miller, Andrew	Super 8	2011	Kaznyk Twin
actor	Miller, Jakob	Super 8	2011	Kaznyk Twin
actor	Mills, Zach	Super 8	2011	Preston
actor	O'Malley, Bingo	Super 8	2011	Mr. Harkin
actor	Quinn, Tom	Super 8	2011	Mr. McCandless
actor	Quiroz, Robert B.	Super 8	2011	Boy in EVAC
actor	Turman, Glynn	Super 8	2011	Dr. Woodward
actor	Williams, Tom	Super 8	2011	Flame Thrower
actor	Rice, Brett	Super 8	2011	Sheriff Pruitt
actor	Sanchez, Marco	Super 8	2011	Hernandez
actor	Scully, Jay	Super 8	2011	Deputy Skadden
actor	St. Esprit, Patrick	Super 8	2011	Weapons Commander
actor	Duffy, Thomas F.	Super 8	2011	Rooney
actor	Eldard, Ron	Super 8	2011	Louis Dainard
actor	Emmerich, Noah	Super 8	2011	Colonel Nelec
actor	Gallagher, David	Super 8	2011	Donny
actor	Gavin, Ben	Super 8	2011	Deputy Milner
actor	Giacchino, Michael	Super 8	2011	Deputy Crawford
actor	Greenwood, Bruce	Super 8	2011	Cooper
actor	Griffin, Tim	Super 8	2011	Commando
actor	Griffiths, Jade	Super 8	2011	Benji Kaznyk
actor	Griffiths, Riley	Super 8	2011	Charles Kaznyk
actor	Grunberg, Greg	Super 8	2011	Sitcom Actor
actor	Guma, Tony	Super 8	2011	Sergeant Walters
actor	Hitchcock, Michael	Super 8	2011	Deputy Rosko
actor	H�bert, James Landry	Super 8	2011	Deputy Tally
actor	Jones, Richard T.	Super 8	2011	Overmyer
actor	Knapp, Beau	Super 8	2011	Breen
actor	Axelrod, Jack	Super 8	2011	Mr. Blakely
actor	Basso, Gabriel	Super 8	2011	Martin
actor	Brooks, Emerson	Super 8	2011	Military Bus Driver
actor	Brooks, Jason	Super 8	2011	Air Force Security
actor	Castellaneta, Dan	Super 8	2011	Izzy
actor	Chandler, Kyle	Super 8	2011	Deputy Jackson Lamb
actor	Courtney, Joel	Super 8	2011	Joe Lamb
actor	Dixon, Jonathan	Super 8	2011	Airman Nevil
movie	Syriana	2005
director	Gaghan, Stephen	Syriana	2005
actress	Mitchell, Donna	Syriana	2005	Pat Janus
actress	Peet, Amanda	Syriana	2005	Julie Woodman
actress	Timimi, Badria	Syriana	2005	Nasir's Wife
actress	Torm�, Daisy	Syriana	2005	Rebecca
actress	Williams, Linda E.	Syriana	2005	Paralegal
actress	Duvall, Susan	Syriana	2005	Assistant at CIA
actress	Foster, Katie	Syriana	2005	Nervous Daughter
actress	Hoskins Mackey, Katherine	Syriana	2005	Paralegal
actress	Allenback, Susan	Syriana	2005	Paralegal #1
actress	Atkinson, Jayne	Syriana	2005	Division Chief
actor	Kurtha, Akbar	Syriana	2005	Prince Meshal Al-Subaai
actor	Lintern, Richard	Syriana	2005	Bryan's Boss
actor	Majd, Mohamed	Syriana	2005	Said Hossein Hashimi
actor	Manners, David J.	Syriana	2005	Egypt Bureau Chief
actor	McCarthy, Tom	Syriana	2005	Fred Franks
actor	McCormack, Will	Syriana	2005	Willy
actor	Michel, Fritz	Syriana	2005	Hotel Security Guard
actor	Minghella, Max	Syriana	2005	Robby Barnes
actor	Mitchell, William Charles	Syriana	2005	Bennett Holiday Sr.
actor	Mohammed, Ahmed Aa	Syriana	2005	Abu Khalifa
actor	Mostafa, Omar	Syriana	2005	The Cleric
actor	Munir, Mazhar	Syriana	2005	Wasim Khan
actor	Murphy, Ryan	Syriana	2005	Drone Tech
actor	Nelson, Tim Blake	Syriana	2005	Danny Dalton
actor	Noman, Nabeel	Syriana	2005	Bedouin Leader
actor	Novak, Kayvan	Syriana	2005	Arash
actor	Plannette, James	Syriana	2005	Connex Functionary
actor	Plummer, Christopher	Syriana	2005	Dean Whiting
actor	Quivrin, Jocelyn	Syriana	2005	Vincent
actor	Raji, El Mahjoub	Syriana	2005	Hashimi's Man
actor	Strong, Mark	Syriana	2005	Mussawi
actor	Tamzali, Tarik	Syriana	2005	Nasir's Secretary
actor	Thomas, William L.	Syriana	2005	Paralegal #2
actor	Waked, Amr	Syriana	2005	Mohammed Sheik Agiza
actor	Wright, Jeffrey	Syriana	2005	Bennett Holiday
actor	Yuan, Roger	Syriana	2005	Chinese Engineer
actor	Yue, Ozzie	Syriana	2005	Chinese Oil Executive
actor	Zacca, Aziz	Syriana	2005	Policeman
actor	Roukhe, Driss	Syriana	2005	Guard
actor	Saleh, Atta Mohammed	Syriana	2005	Old Man
actor	Sawalha, Nadim	Syriana	2005	Emir Hamed Al-Subaai
actor	Sheridan, Jamey	Syriana	2005	Terry
actor	Siddig, Alexander	Syriana	2005	Prince Nasir Al-Subaai
actor	Soni, Mitesh	Syriana	2005	Martyr
actor	Fajkowski, Bob	Syriana	2005	Secretary of Defense
actor	Forrest, Michael Stone	Syriana	2005	CIA Security Officer #1
actor	Foxworth, Robert	Syriana	2005	Tommy Barton
actor	French, Tony	Syriana	2005	Distinguished Gentleman #2
actor	Gerety, Peter	Syriana	2005	Leland Janus
actor	Henson, Nicky	Syriana	2005	Sydney Hewitt
actor	Hinkle, Steven	Syriana	2005	Max Woodman
actor	Hurt, William	Syriana	2005	Stan
actor	Jabbar, Jamil	Syriana	2005	Supplicant
actor	Khan, Mohammed Asad	Syriana	2005	Pakistani Teenager #2
actor	Ahmed, Shahid	Syriana	2005	Saleem Ahmed Khan
actor	Allinson, Michael	Syriana	2005	Sir David
actor	Amadis, Sa�d	Syriana	2005	Reza Reyhani
actor	Amine, Ali Al	Syriana	2005	Older Kid at Pool
actor	Anderson, Jon Lee	Syriana	2005	Himself
actor	Art, Nicholas	Syriana	2005	Riley Woodman
actor	Atiyat, Bashar	Syriana	2005	Nasir's Aide
actor	Ayoub, Ahmed	Syriana	2005	Pakistani Teenager #1
actor	Baer, Robert	Syriana	2005	CIA Security Officer #2
actor	Baker, Jeff	Syriana	2005	Tommy's Lawyer
actor	Bhamra, Bikram Singh	Syriana	2005	Pakistani Translator
actor	Bin Hendi, Othman	Syriana	2005	Arab Businessman
actor	Boffman, Randall	Syriana	2005	Distinguished Gentleman #1
actor	Clennon, David	Syriana	2005	Donald
actor	Clooney, George	Syriana	2005	Bob Barnes
actor	Cooper, Chris	Syriana	2005	Jimmy Pope
actor	Dadral, Sonnell	Syriana	2005	Farooq
actor	Damon, Matt	Syriana	2005	Bryan Woodman
movie	Taken	2008
director	Morel, Pierre	Taken	2008
actress	Radici, Anca	Taken	2008	Ingrid
actress	Valance, Holly	Taken	2008	Sheerah
actress	Reese, Christy	Taken	2008	Paper Shop Clerk
actress	Soubeyrand, H�l�na	Taken	2008	Girl with the Jacket
actress	Gonz�lez, Ivette	Taken	2008	Maid
actress	Grace, Maggie	Taken	2008	Kim
actress	Janssen, Famke	Taken	2008	Lenore
actress	Japy, Camille	Taken	2008	Isabelle
actress	Kolarova, Fani	Taken	2008	Prostitute
actress	Cassidy, Katie	Taken	2008	Amanda
actor	Kostic, Goran	Taken	2008	Gregor
actor	Kourotchkine, Christophe	Taken	2008	Gilles
actor	Kr�ger, Edwin	Taken	2008	Jean-Claude's Assistant
actor	Massad, Nabil	Taken	2008	Sheik Raman
actor	Naciri, Jalil	Taken	2008	Ali
actor	Neeson, Liam	Taken	2008	Bryan Mills
actor	Orser, Leland	Taken	2008	Sam
actor	Rabourdin, Olivier	Taken	2008	Jean-Claude
actor	Taubman, Anatole	Taken	2008	Dardan
actor	Treuil, Bertrand	Taken	2008	Taxi Driver
actor	Warshofsky, David	Taken	2008	Bernie
actor	Watkins, G�rard	Taken	2008	St-Clair
actor	Rippy, Nathan	Taken	2008	Victor
actor	Singh, Opender	Taken	2008	Singh
actor	Spahija, Tommy	Taken	2008	Nezir
actor	Flash, Michel	Taken	2008	Gio
actor	Giraud, Nicolas	Taken	2008	Peter
actor	Gries, Jon	Taken	2008	Casey
actor	Hertzberg, George	Taken	2008	Security Stuart's Mansion
actor	Hyka, Rubens	Taken	2008	Leka
actor	Kalaj, Valentin	Taken	2008	Vinz
actor	Amyot, Marc	Taken	2008	Pharmacist
actor	Bajraktaraj, Arben	Taken	2008	Marko
actor	Berkeley, Xander	Taken	2008	Stuart
actor	Bukvic, Radivoje	Taken	2008	Anton
actor	Busson, Mathieu	Taken	2008	Undercover Agent
movie	Taken 2	2012
director	Megaton, Olivier	Taken 2	2012
actress	Oilleau, Gaelle	Taken 2	2012	Maid Hotel
actress	Pilutik, Myl�ne	Taken 2	2012	Waitress
actress	Luenell	Taken 2	2012	Driving Instructor
actress	Grace, Maggie	Taken 2	2012	Kim
actress	Gregorie, Rochelle	Taken 2	2012	Jean-Claude's Concierge
actress	Janssen, Famke	Taken 2	2012	Lenore
actor	Kovan, Yilmaz	Taken 2	2012	Hotel Thug #1
actor	Kurt, Ercan	Taken 2	2012	Coffin Puller
actor	Kuyucu, Ergun	Taken 2	2012	Mirko
actor	Makul, Mesut	Taken 2	2012	Custom Officer #2
actor	Malikyan, Kevork	Taken 2	2012	Inspector Durmaz
actor	Melemez, Emre	Taken 2	2012	Hammam Attendant
actor	Mouh, Mohammed	Taken 2	2012	Antique Shop #2
actor	Neeson, Liam	Taken 2	2012	Bryan Mills
actor	Okten, Serdar	Taken 2	2012	Custom Officer #1
actor	Orser, Leland	Taken 2	2012	Sam
actor	Ozcam, Ahmet Orhan	Taken 2	2012	Taxi Driver Kim
actor	Pekoz, Atilla	Taken 2	2012	Border Guard #2
actor	Polat, Mehmet	Taken 2	2012	Hotel Driver
actor	Rabourdin, Olivier	Taken 2	2012	Jean-Claude
actor	Sweeney, D.B.	Taken 2	2012	Bernie
actor	Tuncelli, Murat	Taken 2	2012	Custom Officer Albania
actor	Ugural, Ugur	Taken 2	2012	Man in Street
actor	Vander-Meiren, Micha�l	Taken 2	2012	Jean-Claude's Driver
actor	Vinay, Julian	Taken 2	2012	DJ/Disco
actor	Yanar, Cuneyt	Taken 2	2012	Police Man Car #2
actor	Yavuz, Erdogan	Taken 2	2012	Hotel Thug #2
actor	Yeltekin, Yasemin	Taken 2	2012	Pool Waiter
actor	Yildirim, Ali	Taken 2	2012	Imam
actor	���nc�, Erkan	Taken 2	2012	Barber
actor	Rippy, Nathan	Taken 2	2012	Newsreader
actor	Saglam, Erasian	Taken 2	2012	Antique Shop #1
actor	Sak, Adil	Taken 2	2012	Coffin Puller
actor	Sari, Saruhan	Taken 2	2012	Waiter
actor	Serbedzija, Rade	Taken 2	2012	Murad Krasniqi
actor	Sezgin, Remzi	Taken 2	2012	Cop #2
actor	Erman, Melis	Taken 2	2012	Maid Lockers
actor	Figlarz, Alain	Taken 2	2012	Suko
actor	Gries, Jon	Taken 2	2012	Casey
actor	Grimes, Luke	Taken 2	2012	Jamie
actor	Karagulle, Hasan	Taken 2	2012	Police Man Antique #2
actor	Karahan, Hakan	Taken 2	2012	Reception Clerk
actor	Karatas, Murat	Taken 2	2012	Police Man Car #1
actor	Kokoz, Gazenfer	Taken 2	2012	Cop #1
actor	Acar, Melike	Taken 2	2012	Pool Attendant
actor	Adem, Baris	Taken 2	2012	Police Man Antique #1
